Date,y,state,p_state_0,p_state_1,p_state_2
2025-05-14,-1.6945797263977251,2,0.3107197893554431,0.15613711726684426,0.5331430933776864
2025-05-15,-1.695102654254328,2,0.22092492287819746,0.32314178913372577,0.45593328798807115
2025-05-16,-1.7342013255080215,1,0.19871701885519497,0.41752987489933957,0.38375310624550457
2025-05-19,-1.7819000764781707,1,0.24366038756057828,0.40988732517830384,0.34645228726106636
2025-05-20,-1.8428031651445227,2,0.1577565498805081,0.2565250581198305,0.5857183919997246
2025-05-21,-1.6293621428886123,2,0.14144550664761843,0.14576700298850043,0.712787490363782
2025-05-22,-1.6303204989523947,2,0.14155256412655093,0.2509767924851852,0.6074706433883326
2025-05-23,-1.602914776373012,2,0.1301123921924373,0.36854641940468713,0.5013411884028428
2025-05-27,-1.8625543804688274,1,0.15123956576275144,0.43507542945150235,0.41368500478571113
2025-05-28,-1.857108172447867,1,0.2732632486939178,0.3645626508239715,0.3621741004821205
2025-05-29,-1.8500511437085447,1,0.25153665860301183,0.3986653450557678,0.3497979963411262
2025-05-30,-1.8621293657359324,2,0.24750425345500668,0.31803195295457304,0.4344637935903725
2025-06-02,-1.8671533974809313,2,0.24580943936824842,0.3722559941641131,0.3819345664676747
2025-06-03,-1.8491183189489393,1,0.23010189214311644,0.43677583039071244,0.33312227746615725
2025-06-04,-1.8568207518853626,1,0.18824958378798398,0.41886580995052497,0.3928846062614933
2025-06-05,-2.0615839039614654,1,0.2640426462636485,0.43143833633801754,0.3045190173982764
2025-06-06,-2.0118132143798935,1,0.24301072081240613,0.42112670425356724,0.335862574934117
2025-06-09,-2.091570380358391,1,0.27967692821591605,0.3849105761535766,0.33541249563054804
2025-06-10,-2.5116405531138244,1,0.30540355610375597,0.44805641362623944,0.24654003026993676
2025-06-11,-2.600165662126402,1,0.3435608364034905,0.37283229234370435,0.283606871252789
2025-06-12,-2.599939622874804,1,0.33447097207771215,0.47964527808567387,0.18588374983664252
2025-06-13,-2.3007945402905485,2,0.3216399710858955,0.21628804742160482,0.4620719814925751
2025-06-16,-2.2394985697689753,1,0.2437981672567013,0.4330589351177281,0.32314289762566223
2025-06-17,-2.1613376556877637,1,0.27531768488303315,0.39334850020175754,0.33133381491516967
2025-06-18,-2.1614512831659582,1,0.2383971082986184,0.4165941581195888,0.34500873358175815
2025-06-20,-2.1563403494364244,1,0.27129157402198467,0.3967611466468113,0.33194727933131496
2025-06-23,-2.164371410676898,1,0.28536464919736565,0.3905865959654128,0.3240487548373021
2025-06-24,-2.062570245464894,2,0.3519111231450747,0.1387910853119054,0.5092977915430645
2025-06-25,-2.0822304193795977,2,0.3240497651991682,0.18666115263304628,0.48928908216789707
2025-06-26,-2.058461461096456,2,0.2639414362671318,0.09409613949040765,0.6419624242424395
2025-06-27,-2.0539263452886773,2,0.3393797628555363,0.12678231400684783,0.5338379231376574
2025-06-30,-2.2468004732479416,1,0.28129393514092327,0.38498147893270684,0.3337245859264693
2025-07-01,-2.2884544272868914,1,0.27190300747843904,0.4067074924478536,0.32138950007361794
2025-07-02,-2.5167577634718024,0,0.7153673065907236,0.1480774960972054,0.1365551973121595
2025-07-03,-2.5276790601459407,0,0.6829759963175083,0.1557132430051074,0.16131076067730157
2025-07-07,-2.433445705865528,0,0.5345445774999725,0.23004208592465186,0.23541333657532948
2025-07-08,-2.465113467200366,0,0.6063973664918327,0.2959685667229556,0.09763406678513291
2025-07-09,-2.5833240300673745,0,0.5000111368832684,0.4205748597940052,0.07941400332267301
2025-07-10,-2.597166172833592,1,0.3993456479431571,0.43715312067938855,0.1635012313775177
2025-07-11,-2.5785577269007716,1,0.368411815490696,0.4179458634487998,0.21364232106041292
2025-07-14,-2.604137006488816,1,0.36906301223147975,0.3913695567142959,0.23956743105417053
2025-07-15,-2.5640523119114245,1,0.26245212780863914,0.4287869432730892,0.30876092891830836
2025-07-16,-2.553240520368936,1,0.32254549058115844,0.4421073479837594,0.23534716143507456
